# galaxy_id rad[kpc] vobs[km/s] errv[km/s] mass[M_sun]
UGC07323_rotmod 4.07 75.40 3.87 2.38e+09
UGC07323_rotmod 4.65 79.50 3.87 2.38e+09
UGC07323_rotmod 5.23 82.80 3.87 2.38e+09
UGC07323_rotmod 5.82 85.60 3.87 2.38e+09
NGC3741_rotmod 0.23 13.10 2.19 2.74e+07
NGC3741_rotmod 0.47 17.30 2.39 2.74e+07
NGC3741_rotmod 0.70 23.60 2.21 2.74e+07
NGC3741_rotmod 0.93 26.20 2.21 2.74e+07
NGC3741_rotmod 1.17 27.40 2.24 2.74e+07
NGC3741_rotmod 1.40 26.90 2.23 2.74e+07
NGC3741_rotmod 1.64 27.40 2.21 2.74e+07
NGC3741_rotmod 1.87 31.00 2.20 2.74e+07
NGC3741_rotmod 2.10 32.50 2.19 2.74e+07
NGC3741_rotmod 2.33 33.00 2.19 2.74e+07
NGC3741_rotmod 2.57 36.50 2.20 2.74e+07
NGC3741_rotmod 2.80 38.90 2.21 2.74e+07
NGC3741_rotmod 3.26 41.50 2.21 2.74e+07
NGC3741_rotmod 3.73 42.70 2.20 2.74e+07
NGC3741_rotmod 4.21 44.70 2.22 2.74e+07
NGC3741_rotmod 4.67 46.70 2.24 2.74e+07
NGC3741_rotmod 5.14 48.50 2.27 2.74e+07
NGC3741_rotmod 5.61 50.00 2.32 2.74e+07
NGC3741_rotmod 6.07 50.20 2.40 2.74e+07
NGC3741_rotmod 6.54 50.10 2.57 2.74e+07
NGC3741_rotmod 7.00 51.60 3.24 2.74e+07
UGC01281_rotmod 0.08 1.41 4.00 1.65e+08
UGC01281_rotmod 0.23 4.46 4.00 1.65e+08
UGC01281_rotmod 0.38 7.71 4.00 1.65e+08
UGC01281_rotmod 0.54 11.00 4.00 1.65e+08
UGC01281_rotmod 0.69 14.20 4.00 1.65e+08
UGC01281_rotmod 0.84 17.20 5.78 1.65e+08
UGC01281_rotmod 1.00 20.20 4.74 1.65e+08
UGC01281_rotmod 1.15 23.20 4.00 1.65e+08
UGC01281_rotmod 1.30 26.40 7.13 1.65e+08
UGC01281_rotmod 1.46 29.30 4.38 1.65e+08
UGC01281_rotmod 1.61 31.60 4.94 1.65e+08
UGC01281_rotmod 1.76 34.60 4.00 1.65e+08
UGC01281_rotmod 1.92 37.40 7.09 1.65e+08
UGC01281_rotmod 2.07 39.90 4.00 1.65e+08
UGC01281_rotmod 2.22 42.20 4.37 1.65e+08
UGC01281_rotmod 2.38 44.40 4.58 1.65e+08
UGC01281_rotmod 2.53 46.70 5.91 1.65e+08
UGC01281_rotmod 2.68 48.50 7.72 1.65e+08
UGC01281_rotmod 2.76 49.30 9.73 1.65e+08
UGC01281_rotmod 3.07 53.00 4.00 1.65e+08
UGC01281_rotmod 3.46 54.10 4.00 1.65e+08
UGC01281_rotmod 3.83 55.00 4.00 1.65e+08
UGC01281_rotmod 4.23 55.70 4.00 1.65e+08
UGC01281_rotmod 4.62 56.40 4.00 1.65e+08
UGC01281_rotmod 4.99 56.90 4.00 1.65e+08
UGC11557_rotmod 0.33 4.00 7.90 7.63e+09
UGC11557_rotmod 0.99 17.00 8.60 7.63e+09
UGC11557_rotmod 1.76 33.30 7.90 7.63e+09
UGC11557_rotmod 2.42 44.90 10.50 7.63e+09
UGC11557_rotmod 3.19 53.00 7.90 7.63e+09
UGC11557_rotmod 3.85 60.80 7.90 7.63e+09
UGC11557_rotmod 4.62 69.00 7.90 7.63e+09
UGC11557_rotmod 5.28 76.60 7.90 7.63e+09
UGC11557_rotmod 5.94 85.00 7.90 7.63e+09
UGC11557_rotmod 7.04 78.10 6.70 7.63e+09
UGC11557_rotmod 8.80 81.60 6.70 7.63e+09
UGC11557_rotmod 10.56 84.50 6.70 7.63e+09
NGC0100_rotmod 0.23 6.81 8.19 2.49e+09
NGC0100_rotmod 0.69 20.00 4.09 2.49e+09
NGC0100_rotmod 1.15 33.00 4.00 2.49e+09
NGC0100_rotmod 1.59 42.70 4.00 2.49e+09
NGC0100_rotmod 2.05 49.90 4.00 2.49e+09
NGC0100_rotmod 2.51 55.50 4.00 2.49e+09
NGC0100_rotmod 2.97 61.90 4.00 2.49e+09
NGC0100_rotmod 3.42 67.90 4.00 2.49e+09
NGC0100_rotmod 3.88 73.10 4.00 2.49e+09
NGC0100_rotmod 4.34 76.10 3.00 2.49e+09
NGC0100_rotmod 4.79 77.80 5.34 2.49e+09
NGC0100_rotmod 5.24 79.00 4.00 2.49e+09
NGC0100_rotmod 5.70 78.50 5.60 2.49e+09
NGC0100_rotmod 6.16 79.80 7.15 2.49e+09
NGC0100_rotmod 7.16 83.40 5.12 2.49e+09
NGC0100_rotmod 7.52 84.60 4.00 2.49e+09
NGC0100_rotmod 7.98 86.10 5.53 2.49e+09
NGC0100_rotmod 8.44 87.50 10.20 2.49e+09
NGC0100_rotmod 8.90 89.00 7.77 2.49e+09
NGC0100_rotmod 9.35 90.40 5.16 2.49e+09
NGC0100_rotmod 9.62 91.20 13.70 2.49e+09
IC4202_rotmod 0.77 35.10 3.96 1.39e+11
IC4202_rotmod 1.59 77.90 3.95 1.39e+11
IC4202_rotmod 2.36 115.00 6.70 1.39e+11
IC4202_rotmod 3.13 156.00 3.16 1.39e+11
IC4202_rotmod 3.95 192.00 3.14 1.39e+11
IC4202_rotmod 4.73 204.00 2.90 1.39e+11
IC4202_rotmod 5.50 209.00 3.36 1.39e+11
IC4202_rotmod 6.27 220.00 3.25 1.39e+11
IC4202_rotmod 7.08 231.00 3.49 1.39e+11
IC4202_rotmod 7.86 235.00 4.65 1.39e+11
IC4202_rotmod 8.66 245.00 6.00 1.39e+11
IC4202_rotmod 9.45 246.00 5.57 1.39e+11
IC4202_rotmod 10.24 239.00 6.95 1.39e+11
IC4202_rotmod 11.02 240.00 7.16 1.39e+11
IC4202_rotmod 11.79 240.00 4.85 1.39e+11
IC4202_rotmod 12.47 246.00 7.68 1.39e+11
IC4202_rotmod 13.34 241.00 6.21 1.39e+11
IC4202_rotmod 14.11 250.00 5.62 1.39e+11
IC4202_rotmod 14.59 242.00 5.10 1.39e+11
IC4202_rotmod 14.98 244.00 7.41 1.39e+11
IC4202_rotmod 15.75 248.00 5.08 1.39e+11
IC4202_rotmod 16.52 249.00 5.22 1.39e+11
IC4202_rotmod 17.10 246.00 6.35 1.39e+11
IC4202_rotmod 17.88 241.00 16.20 1.39e+11
IC4202_rotmod 18.65 247.00 14.60 1.39e+11
IC4202_rotmod 19.62 234.00 20.90 1.39e+11
IC4202_rotmod 20.78 249.00 10.00 1.39e+11
IC4202_rotmod 22.13 236.00 16.10 1.39e+11
IC4202_rotmod 23.00 245.00 22.10 1.39e+11
IC4202_rotmod 23.58 243.00 4.20 1.39e+11
IC4202_rotmod 25.03 238.00 7.76 1.39e+11
IC4202_rotmod 25.90 247.00 6.14 1.39e+11
CamB_rotmod 0.16 1.99 1.50 4.51e+07
CamB_rotmod 0.41 4.84 1.50 4.51e+07
CamB_rotmod 0.57 6.79 1.50 4.51e+07
CamB_rotmod 0.73 8.87 1.50 4.51e+07
CamB_rotmod 0.90 10.90 1.50 4.51e+07
CamB_rotmod 1.06 12.90 1.50 4.51e+07
CamB_rotmod 1.22 14.70 1.50 4.51e+07
CamB_rotmod 1.47 16.80 1.50 4.51e+07
CamB_rotmod 1.79 20.10 1.50 4.51e+07
NGC3769_rotmod 1.74 87.50 9.40 1.79e+10
NGC3769_rotmod 3.50 106.00 7.10 1.79e+10
NGC3769_rotmod 5.24 116.00 5.30 1.79e+10
NGC3769_rotmod 6.98 125.00 5.70 1.79e+10
NGC3769_rotmod 8.72 126.00 4.40 1.79e+10
NGC3769_rotmod 10.47 123.00 4.40 1.79e+10
NGC3769_rotmod 12.31 118.00 4.60 1.79e+10
NGC3769_rotmod 14.52 115.00 6.40 1.79e+10
NGC3769_rotmod 17.07 122.00 15.20 1.79e+10
NGC3769_rotmod 31.82 121.00 10.20 1.79e+10
NGC3769_rotmod 34.61 118.00 10.40 1.79e+10
NGC3769_rotmod 37.16 113.00 10.50 1.79e+10
